"","cDC1","cDC2","DC2pre-hm","DC2hm"
"chr2-171846630-171848264",0.681044759720532,0.126536574448527,0.119754462260369,0.0726642035705711
"chr14-90721723-90722959",0.685974446855335,0.0885216332314628,0.12320203395899,0.102301885954212
"chr20-16551778-16552393",0.707188785313727,0.105699174142597,0.102106483411959,0.0850055571317178
"chr1-169111162-169111363",0.666951398141353,0.0940590319906673,0.0920674189542301,0.146922150913749
"chr2-26020201-26020771",0.529059400445379,0.0284630092276178,0.251283005803028,0.191194584523975
"chr10-48695678-48696199",0.658428016174366,0.0845616498694289,0.141683098518079,0.115327235438126
"chr6-33904374-33905809",0.689454509139286,0.11324078714405,0.050213880288748,0.147090823427916
"chr10-6350105-6350926",0.636617476402342,0.101647547499445,0.0762258443884472,0.185509131709765
"chr6-131688208-131688674",0.620627664801217,0.100933672507735,0.169204457945197,0.109234204745851
"chr5-56769656-56770784",0.644402175671182,0.0757867085278145,0.121919369228764,0.15789174657224
"chr15-67139991-67140818",0.69653094281191,0.0873649104885106,0.126402669953058,0.0897014767465222
"chr3-185546759-185547536",0.646660521174514,0.106263620626854,0.145901118565858,0.101174739632773
"chr3-24519241-24519844",0.632454395621038,0.0802488674323243,0.147103829605435,0.140192907341203
"chr11-115379443-115380088",0.672239458958601,0.104119221587166,0.0597658093626517,0.163875510091582
"chr8-124109461-124110503",0.723095583308005,0.117207901960147,0.126888359888489,0.0328081548433586
"chr9-20972806-20973749",0.647280449864559,0.120541111397529,0.0990876967796215,0.133090741958291
"chr16-30470944-30471363",0.618233263055162,0.122791672198215,0.157001748758474,0.101973315988148
"chr7-23595050-23595535",0.596628979501061,0.120173471069092,0.189126065014447,0.0940714844154
"chr6-52161619-52162156",0.685743264792742,0.0986583419334036,0.126158787448387,0.0894396058254671
"chr2-45904164-45904626",0.629065736513225,0.0888877755803888,0.124953684563908,0.157092803342479
"chr6-28368262-28368925",0.687006055338982,0.122079631852634,0.120355596834941,0.0705587159734436
"chr16-20874289-20875655",0.644088364851756,0.116294688865554,0.131111956025859,0.10850499025683
"chr8-125151617-125152362",0.638115300820283,0.041742450721422,0.0657414429251435,0.254400805533152
"chr2-8604034-8604529",0.59349436310153,0.105277167028224,0.119490736993283,0.181737732876963
"chr12-120881333-120881977",0.706121639263634,0.134743474686354,0.063121358407785,0.0960135276422272
"chr9-96484022-96484992",0.625801133588439,0.12570912833541,0.127678692179722,0.120811045896429
"chr5-122219496-122220838",0.685218015713769,0.101492269937252,0.0696320176926126,0.143657696656367
"chr6-5132473-5133200",0.69154331305159,0.121057546665585,0.133674767976348,0.0537243723064778
"chr15-59298005-59298630",0.615942446592461,0.106342089468445,0.180420255760867,0.0972952081782266
"chr6-25697817-25698368",0.632529953022147,0.171538791898916,0.146578819299097,0.0493524357798398
"chr1-151325287-151326020",0.61328003834202,0.111649434056548,0.127310097347215,0.147760430254217
"chr6-29845241-29845822",0.64955934274911,0.135129404523816,0.100297363526044,0.115013889201031
"chr17-74272135-74272443",0.582999686075844,0.0893754298627075,0.167309074334077,0.160315809727371
"chr15-91917518-91918185",0.495931842316907,0.0926785695391834,0.203305664379704,0.208083923764206
"chr6-30810808-30811197",0.528329711534499,0.0969425229143087,0.199942985511452,0.174784780039741
"chr17-40153001-40153739",0.606008283027946,0.0982376347675149,0.187130978974373,0.108623103230166
"chr2-240779291-240779971",0.59479102899708,0.115713070392253,0.0705137032991212,0.218982197311545
"chr15-101187696-101189028",0.604152392482336,0.118013608684532,0.168375178651422,0.10945882018171
"chr22-26481651-26482024",0.615162794083319,0.0849685674748041,0.12040574199168,0.179462896450197
"chr9-127970401-127971982",0.569913756575632,0.14773839806348,0.154102904923528,0.128244940437361
"chr17-4696182-4697215",0.588582943840222,0.0951675336925898,0.198399116373138,0.11785040609405
"chr17-42655701-42656371",0.571978285870981,0.0983581900312755,0.0924486269816012,0.237214897116142
"chr2-61334136-61334834",0.584588087799516,0.122262979041202,0.13038299044979,0.162765942709493
"chr3-187758348-187759416",0.584741760823787,0.125155150612183,0.168294112935645,0.121808975628385
"chr5-66040737-66041335",0.631401990337714,0.15973243681405,0.103865901678175,0.10499967117006
"chr8-867320-867878",0.599347097203962,0.17848410344393,0.13106724791195,0.0911015514401578
"chr19-39031007-39032658",0.622576655479419,0.120730902264002,0.116256739059912,0.140435703196667
"chr2-227082223-227083007",0.641339400182578,0.20831280640949,0.0611701560540879,0.0891776373538441
"chr14-73696099-73696977",0.583212976376012,0.151757457703071,0.179147377085097,0.0858821888358201
"chr10-74898067-74898941",0.535115692810686,0.111304586771254,0.1538255765599,0.19975414385816
"chr8-22442735-22443011",0.57882589068327,0.0945079296987106,0.128537918633677,0.198128260984343
"chr5-136030959-136031594",0.636443480698362,0.114417342196997,0.114242816333237,0.134896360771405
"chr2-96343821-96344414",0.583919584584041,0.139268528573195,0.14384292500234,0.132968961840424
"chr6-52157246-52157973",0.637009144216103,0.154700332636073,0.130930477643764,0.0773600455040604
"chr18-69978609-69979452",0.56468731336042,0.144513794158835,0.147802602175285,0.142996290305461
"chr6-108348493-108349339",0.584655366366822,0.128997492894595,0.154974957573038,0.131372183165546
"chr17-5210610-5211783",0.618630244707186,0.13607234680207,0.119583099782016,0.125714308708728
"chr19-7009110-7009577",0.609365462910257,0.145135064082037,0.14090556265137,0.104593910356336
"chr5-53469850-53470490",0.557382200516934,0.115668553108627,0.128002497589982,0.198946748784457
"chr10-133528820-133530859",0.565823945163159,0.142057306279504,0.14399038839026,0.148128360167077
"chr20-32111606-32112114",0.602418957087539,0.162449223459699,0.147974838346764,0.087156981105998
"chr16-70786148-70786710",0.493771227281466,0.0986344311855359,0.0546152502796906,0.352979091253308
"chr8-48949223-48949999",0.448963548512882,0.129268286959534,0.282703696616656,0.139064467910928
"chr2-172836175-172837203",0.596840257024779,0.139723448287063,0.0921324351194997,0.171303859568659
"chr1-236284205-236284746",0.575283451846903,0.120286250629802,0.0919111776129001,0.212519119910395
"chr19-53849122-53849656",0.539558875048866,0.145848832876711,0.201657757105257,0.112934534969166
"chr2-111642250-111643387",0.538240124885366,0.127295365691475,0.184341499502137,0.150123009921023
"chr8-38362297-38363689",0.526856999577306,0.124699219319706,0.146301043786226,0.202142737316763
"chr2-108580761-108581527",0.557693043324272,0.11042330886516,0.120811671023415,0.211071976787153
"chr11-69638965-69639332",0.611254382303943,0.156359205990944,0.0857546328879136,0.146631778817199
"chr2-39408637-39409346",0.591457249886795,0.096662535368304,0.142641595458957,0.169238619285944
"chr9-36378615-36379996",0.580835175774288,0.18501192140267,0.11330538169975,0.120847521123293
"chr17-80780070-80781496",0.587092535929019,0.139073188113811,0.167559328536925,0.106274947420245
"chr12-108641774-108642244",0.513326573016378,0.119380239206938,0.15385990154336,0.213433286233324
"chr14-92770386-92771229",0.593244899270406,0.133605770807985,0.11795431894851,0.155195010973099
"chr3-10389377-10390454",0.619254536258417,0.139259724938127,0.125758130602654,0.115727608200802
"chr6-155223710-155224476",0.582530149609551,0.13801557933489,0.173854828278897,0.105599442776661
"chr12-93059885-93061134",0.53468235768064,0.0896202110568728,0.156478693397099,0.219218737865389
"chr13-99288162-99288464",0.61643754486334,0.140985858515774,0.125466800159125,0.11710979646176
"chr13-46379701-46380542",0.522218350628048,0.0815124154823534,0.106599344668187,0.289669889221412
"chr22-42964901-42965536",0.525066470739923,0.159244229249546,0.169812137896863,0.145877162113668
"chr1-185636679-185637222",0.568969582247817,0.186183086438282,0.164269057150245,0.080578274163656
"chr18-39799113-39800950",0.498263846769622,0.137671466765251,0.191963701013627,0.1721009854515
"chr14-102763997-102764732",0.512569187625774,0.103351612853867,0.126776878056216,0.257302321464144
"chr8-69738188-69738955",0.49739751305847,0.132369086543137,0.135057353089046,0.235176047309347
"chr13-50284325-50285612",0.602870464043108,0.154262194350363,0.130986654180604,0.111880687425925
"chr14-76227312-76228724",0.51857934116524,0.173628774870035,0.106224882418031,0.201567001546694
"chr9-130925914-130926530",0.598279270886979,0.180179919113406,0.0992059091449786,0.122334900854636
"chr1-201482745-201483114",0.484600006020225,0.0942836020573672,0.0674146058743246,0.353701786048084
"chr1-79040345-79041045",0.590040406045408,0.147775407679659,0.187218668900359,0.0749655173745731
"chr8-140509087-140509354",0.488530498480891,0.118067101277,0.172002429904761,0.221399970337348
"chr1-206067528-206068630",0.565565077048845,0.155595728128984,0.103709575489274,0.175129619332898
"chr10-60030337-60031221",0.550613662282302,0.156037705045631,0.141325229582358,0.152023403089709
"chr3-16589269-16590781",0.505676863979846,0.140887674924282,0.155574035935984,0.197861425159887
"chr9-3385826-3386229",0.479533626647741,0.141714294183631,0.200225549148326,0.178526530020302
"chr16-10751147-10751637",0.489343180357781,0.134476454985222,0.136980232910124,0.239200131746872
"chr3-100650590-100651535",0.479054790024711,0.17665268275512,0.220634403140928,0.123658124079241
"chr10-17961414-17962460",0.51456450949666,0.153717292853986,0.115924928397398,0.215793269251956
"chr1-230109857-230110523",0.486915280988929,0.152268742716939,0.115341728008905,0.245474248285226
"chr3-179608745-179609799",0.588497422653555,0.132046422131491,0.150771675068986,0.128684480145969
"chr16-57235111-57236128",0.511663585649912,0.193029843127141,0.170636556260225,0.124670014962721
"chr17-45311989-45312423",0.599900827216848,0.167449286097995,0.154223502867865,0.0784263838172931
"chr1-109989828-109990450",0.504900285651475,0.148379334264344,0.202271768125722,0.144448611958458
"chr12-93138682-93139441",0.579112781946612,0.161151416791706,0.155062551022806,0.104673250238877
"chr16-79007513-79008341",0.597862257362846,0.159225215070332,0.141573370880483,0.101339156686339
"chr4-2332701-2334134",0.521508391751612,0.168467442800669,0.193436957439534,0.116587208008185
"chr1-186738782-186739381",0.583401542565636,0.17878749816821,0.0989033236710961,0.138907635595058
"chr22-30694007-30695178",0.52776686365501,0.158817558682171,0.19534237198563,0.11807320567719
"chr12-1080271-1081224",0.549940876218926,0.158638575847132,0.114098423169111,0.17732212476483
"chr4-26867748-26868642",0.463191672842434,0.107001151842841,0.179625504438382,0.250181670876343
"chr14-79036076-79036903",0.48412768424046,0.138140163239704,0.210011304438488,0.167720848081347
"chr1-196088523-196089419",0.443720451347691,0.124094153647339,0.146349617929318,0.285835777075652
"chr16-70784395-70785487",0.465344015394638,0.0745800405758712,0.0593287846388343,0.400747159390656
"chr6-16694728-16695538",0.507508641650008,0.162771299081623,0.164191136784517,0.165528922483852
"chr7-92631281-92631762",0.532861570969077,0.142482892397082,0.164225899903386,0.160429636730454
"chr2-8414725-8415837",0.535101059299565,0.181911132055929,0.11609840111472,0.166889407529786
"chr16-85947034-85948450",0.513754026854091,0.132494908399296,0.180926576874141,0.172824487872473
"chr20-41443291-41444292",0.465363272095008,0.116960921862686,0.154462642602374,0.263213163439932
"chr16-15481932-15482736",0.493684500820575,0.141779745317082,0.202203743985012,0.162332009877331
"chr5-146006232-146007670",0.542828235305035,0.189820485478442,0.157115204895241,0.110236074321282
"chr6-87729856-87730674",0.527052797255522,0.181603796110578,0.116287902319979,0.175055504313921
"chr8-115650889-115651809",0.517313259480567,0.185637210060071,0.127170819028184,0.169878711431178
"chr15-60017594-60018300",0.571294567349259,0.211569794743929,0.164333760730948,0.0528018771758633
"chr11-67112982-67113529",0.495717168926331,0.172311682573876,0.134533415208098,0.197437733291695
"chr4-40305292-40305823",0.456955730163668,0.151332853105589,0.204034892486032,0.18767652424471
"chr9-113564581-113565815",0.507612074309614,0.156432481503521,0.222682312011816,0.113273132175048
"chr17-62724479-62725283",0.504548408756693,0.146671475253865,0.209064505896708,0.139715610092733
"chr4-105304774-105306845",0.464834201273536,0.134206271863007,0.218960087985069,0.181999438878389
"chr6-32866885-32867705",0.48916646403975,0.149621820236078,0.168804890027782,0.19240682569639
"chr11-108225208-108225542",0.46759551604669,0.173675062971978,0.161767489344699,0.196961931636633
"chr1-31928561-31929030",0.521355961057178,0.157233114153114,0.104193608280981,0.217217316508726
"chr9-126347833-126349411",0.505095598209116,0.188523888761012,0.133242492117264,0.173138020912608
"chr18-56511823-56512438",0.433038249984917,0.0904590298422722,0.17137247630137,0.305130243871441
"chr9-109320020-109321319",0.488487376365386,0.167480565937808,0.180643777879106,0.163388279817699
"chr7-29288654-29289886",0.514112603426054,0.168677641090377,0.155208785593533,0.162000969890035
"chr12-79689208-79691616",0.510550098908264,0.153245896919358,0.150862752900542,0.185341251271836
"chr11-79482773-79483212",0.534998492203257,0.211175332852093,0.126222760002014,0.127603414942636
"chr2-159201093-159202355",0.501261035989886,0.114253591090138,0.149580212089573,0.234905160830402
"chr12-103697867-103699673",0.475447083874976,0.193530485659948,0.109815250646381,0.221207179818694
"chr16-23669851-23670557",0.572336070526498,0.185111413775452,0.112182029965759,0.13037048573229
"chr5-10355042-10355447",0.50472994941497,0.168246739031168,0.165898651595957,0.161124659957906
"chr14-92322626-92324759",0.519916796655556,0.166690006086894,0.129326884471196,0.184066312786354
"chr8-29998329-29999720",0.526210496092293,0.157928753851122,0.212097652611936,0.10376309744465
"chr10-78610801-78612016",0.464909834953645,0.165771107982125,0.189669666861659,0.179649390202571
"chr12-96350960-96351385",0.432761939983007,0.164315313803292,0.187077965411448,0.215844780802253
"chr11-134024405-134025137",0.453110217758119,0.182302514194838,0.239717300501513,0.12486996754553
"chr2-127410769-127411320",0.442257526915652,0.171924448061559,0.2622472444517,0.123570780571089
"chr7-23410251-23410976",0.456637344298234,0.13557119729042,0.137401275502636,0.270390182908711
"chr1-155499287-155500641",0.454515765114865,0.14614365447609,0.196399277555716,0.202941302853328
"chr6-12962673-12963680",0.52244117900841,0.192824612143108,0.128279795385543,0.156454413462939
"chr7-75534637-75535478",0.53475430565048,0.195465767136233,0.145011256176909,0.124768671036378
"chr7-148711239-148712057",0.42195822232813,0.129244486391185,0.197333592750684,0.251463698530001
"chr12-32134055-32134937",0.494851308862211,0.174047279536136,0.193376146172995,0.137725265428659
"chr14-55819485-55820210",0.430295809566971,0.162017720908834,0.172797720373026,0.234888749151169
"chr2-156395995-156396492",0.486947689827132,0.190863829195963,0.223841851305588,0.098346629671316
"chr12-49364951-49365338",0.512180754142499,0.203407813750577,0.159154086476928,0.125257345629996
"chr3-49523701-49524495",0.442924626646258,0.118914400624464,0.241438311705235,0.196722661024043
"chr11-123069755-123070810",0.44844277729456,0.170695554270179,0.161400688366103,0.219460980069157
"chr16-80996923-80998552",0.460691911136736,0.142159419290536,0.265393883965728,0.131754785606999
"chr2-8472559-8473000",0.469933974608068,0.166327254947813,0.124887146904194,0.238851623539926
"chr16-10242362-10243393",0.456016821965526,0.155810331061817,0.175885264797389,0.212287582175267
"chr11-69640535-69641301",0.493333813709941,0.16670604903356,0.108219575689601,0.231740561566898
"chr13-99354340-99354855",0.485160074632415,0.168989380869544,0.130820738807911,0.21502980569013
"chr8-127365809-127366867",0.439553247372946,0.171855424941122,0.269283422170987,0.119307905514945
"chr7-50317170-50318477",0.498751473365131,0.147121745232657,0.14697269677735,0.207154084624862
"chr5-133240390-133241544",0.417176171222362,0.147458009843942,0.136294416369423,0.299071402564273
"chr4-73718497-73719356",0.552242658849933,0.206391273520492,0.1764312521325,0.064934815497074
"chr10-91893741-91894758",0.448335900197017,0.146216154600776,0.228121781123382,0.177326164078825
"chr2-111633559-111634680",0.471610718606923,0.114511300432013,0.134072222066924,0.279805758894139
"chr14-92785507-92786396",0.421395890735425,0.166248076934444,0.224496956713262,0.187859075616869
"chr7-156780545-156781320",0.469984604737372,0.140458442346413,0.17213635206034,0.217420600855876
"chr19-919301-921055",0.466973557200461,0.175271280675104,0.181526088122157,0.176229074002278
"chr16-85954967-85956424",0.485558654780487,0.14244125796624,0.1294417297508,0.242558357502474
"chr16-81797389-81797890",0.405640160114249,0.170876270498838,0.246649335131411,0.176834234255502
"chr11-57368194-57369455",0.452309379915424,0.156457848180882,0.161222923846444,0.23000984805725
"chr17-27471540-27472589",0.482557216228216,0.147834763404655,0.137890581343998,0.231717439023131
"chr8-38864275-38866171",0.44873877570492,0.155222396766726,0.180932063729874,0.21510676379848
"chr16-6827039-6827710",0.551178714020302,0.225843705063324,0.108501360505369,0.114476220411005
"chr2-8475010-8475869",0.454828228485452,0.140621903757873,0.175436679881762,0.229113187874913
"chr4-10006068-10007566",0.470142851049249,0.196505803096147,0.157172306420087,0.176179039434516
"chr2-95539077-95540328",0.482809721057527,0.187787580411869,0.171185294447095,0.15821740408351
"chr7-90567932-90568612",0.438731976851144,0.180237811480304,0.200863682024454,0.180166529644098
"chr10-71835932-71836946",0.488632949031855,0.193909248233758,0.192193876319734,0.125263926414654
"chr17-79340180-79341494",0.455825507561832,0.17114524949288,0.158727156327564,0.214302086617724
"chr8-144877968-144879532",0.470749653160545,0.163505641921615,0.18509811269217,0.18064659222567
"chr1-234398639-234399343",0.479315672030141,0.179204740506899,0.213561526632581,0.127918060830379
"chr3-9205391-9206572",0.498893189057957,0.225189522788334,0.183889233255718,0.0920280548979916
"chr20-44866549-44867882",0.459318823383156,0.15992461465831,0.195005018455801,0.185751543502734
"chr6-160986535-160987257",0.512033694499696,0.156266979364685,0.158937740442859,0.17276158569276
"chr9-121253612-121254523",0.421325330808612,0.136285889390972,0.24650165325819,0.195887126542226
"chr21-35342309-35343787",0.43543641532116,0.119103404244689,0.204523884008448,0.240936296425703
"chr8-143549385-143549657",0.47935007768557,0.18527565456222,0.168484366561391,0.166889901190819
"chr6-2939924-2940858",0.437331508320577,0.186936757857298,0.160808135476704,0.214923598345421
"chr2-28995821-28996226",0.510580011049024,0.207074966505344,0.1293763560353,0.152968666410332
"chr18-49048118-49048957",0.459335847909972,0.153315187147145,0.179270787035557,0.208078177907326
"chr7-29248246-29249220",0.501014647244862,0.23089296496316,0.0846388362519233,0.183453551540055
"chr15-67100687-67101561",0.442321701073785,0.147611395216827,0.162557258929926,0.247509644779463
"chr3-168248773-168250768",0.502180951109636,0.185566994404498,0.177622947736129,0.134629106749738
"chr12-53313750-53314405",0.448077356907798,0.148952512089573,0.201010621431473,0.201959509571156
"chr9-93107794-93108561",0.516297940875721,0.173472808162373,0.148007870413342,0.162221380548564
"chr3-141852893-141854095",0.513823253857676,0.196831157819469,0.17692213955732,0.112423448765535
"chr22-36232417-36233931",0.423123369277313,0.155865766453839,0.154412115941394,0.266598748327455
"chr8-51869957-51871466",0.468237891390089,0.190812074714812,0.174338811776786,0.166611222118312
"chr1-206005762-206006210",0.480823286195729,0.165528517430858,0.137170834996084,0.216477361377329
"chr20-46108117-46108796",0.422230628274343,0.176634349671363,0.253621321381903,0.147513700672392
"chr1-206052847-206053452",0.372105457521819,0.123706853051113,0.302203400567999,0.201984288859069
"chr11-18280364-18281064",0.430680556043142,0.187386329153184,0.228067102433162,0.153866012370511
"chr2-128472672-128473896",0.491499980242839,0.220842979418538,0.129127415221464,0.158529625117159
"chr14-104694738-104695737",0.472216392588565,0.172930911875385,0.220703844440091,0.134148851095959
"chr5-1139564-1140688",0.441069519472307,0.167625591129348,0.164007084215433,0.227297805182912
"chr18-76450612-76451445",0.407081186734018,0.145183796655054,0.226089431279547,0.221645585331381
"chr1-58575775-58577521",0.460912840000265,0.208861814619515,0.194108944471787,0.136116400908434
"chr19-18699691-18701411",0.466192454431844,0.197214180003805,0.180327695072761,0.156265670491589
"chr4-40461993-40462783",0.397486797111418,0.114016822362411,0.089559114986632,0.398937265539539
"chr11-35905121-35906010",0.46545465588678,0.191502669593138,0.133249264708536,0.209793409811546
"chr3-14690388-14691925",0.457642503153744,0.206660738701693,0.137813602381712,0.19788315576285
"chr2-135948394-135949248",0.443452040806996,0.183450927471588,0.217589408248145,0.155507623473271
"chr1-173048066-173049463",0.509921121015446,0.158540434397824,0.174472154565286,0.157066290021444
"chr11-114082805-114084011",0.470934873152475,0.163964557564928,0.10477080870396,0.260329760578638
"chr17-42704498-42705329",0.41854015394518,0.142666104236494,0.147138033285145,0.291655708533182
"chr12-9810572-9811332",0.475547342751686,0.221922463539356,0.127446564661323,0.175083629047635
"chr2-8520657-8521296",0.402586174826416,0.12665211175639,0.193576876274258,0.277184837142935
"chr2-240435038-240436552",0.450468145307602,0.14977783855607,0.217696977502284,0.182057038634044
"chr6-12261059-12261939",0.500055996398931,0.180560211852308,0.160527401101754,0.158856390647008
"chr8-38998932-38999592",0.456242189482113,0.195345097082048,0.212201807679535,0.136210905756304
"chr6-142819483-142820377",0.456359564098934,0.115456678660036,0.225930924604752,0.202252832636278
"chr15-85442890-85444119",0.427306258203145,0.172255770634814,0.17325571344932,0.227182257712721
"chr20-23200171-23201218",0.455948088098342,0.186338615089374,0.168012474078255,0.189700822734029
"chr11-115502833-115505084",0.463239017935042,0.180861943997385,0.192722936789409,0.163176101278163
"chr11-2380771-2381336",0.493135048910767,0.156390612958406,0.136244240863295,0.214230097267532
"chr2-101089085-101090137",0.432887129046572,0.127223990308092,0.1557302344165,0.284158646228836
"chr9-87502275-87503070",0.475936529784192,0.231575208406838,0.12275293690259,0.16973532490638
"chr12-123722860-123724275",0.486649075422382,0.206845263166145,0.163593038605717,0.142912622805756
"chr1-24391304-24392606",0.435810207620589,0.139136179613075,0.198741107877054,0.226312504889281
"chr13-43785658-43787518",0.422462257359796,0.159717130879012,0.145109076935692,0.2727115348255
"chr1-24987933-24988622",0.395538266311911,0.161658508980683,0.173170372509786,0.269632852197619
"chr22-42894898-42895756",0.458102905062606,0.202135556398531,0.185350639232869,0.154410899305994
"chr10-91340896-91342011",0.446505521890658,0.167465553094555,0.110897640193645,0.275131284821142
"chr2-60355589-60356646",0.466288420948077,0.18637934064027,0.196726852443108,0.150605385968545
"chr1-150567345-150567879",0.473759367388871,0.154403083859092,0.135820073283155,0.236017475468882
"chr1-2049488-2050942",0.419886069018242,0.172894319417459,0.191375325137303,0.215844286426997
"chr3-188339213-188340172",0.411932389232599,0.169909121294433,0.149238794447334,0.268919695025634
"chr1-221754105-221755098",0.356207171217025,0.14014231946728,0.28891499058114,0.214735518734555
"chr3-126465838-126466523",0.524460767464033,0.212081362785443,0.160257777677666,0.103200092072857
"chr17-8898253-8899492",0.440124057824767,0.19269583691308,0.152067654533495,0.215112450728658
"chr4-9987791-9988871",0.430654456344392,0.156054752756405,0.151280833308232,0.262009957590972
"chr12-6946086-6946836",0.386173680220955,0.158166983783632,0.214312022111214,0.241347313884199
"chr2-129202980-129203724",0.457388619851818,0.197139117209204,0.160870358745706,0.184601904193272
"chr12-51827560-51828706",0.428099246641915,0.209207357004087,0.197433894054527,0.16525950229947
"chr15-51097032-51098313",0.451362655432409,0.208085040575858,0.144052611312858,0.196499692678876
"chr8-42155540-42156290",0.451277490430083,0.195189211324832,0.141499662539643,0.212033635705442
"chr6-28258696-28259470",0.401535470414104,0.147797430645344,0.273118318923215,0.177548780017337
"chr6-28124155-28125724",0.455921751544489,0.200828771263352,0.160363562345862,0.182885914846296
"chr22-42969723-42970359",0.419855452844473,0.169051668846616,0.190872001607397,0.220220876701513
"chr4-75030367-75031190",0.466359101644609,0.152970039049003,0.170359584671021,0.210311274635367
"chr21-38766826-38767808",0.42806405545531,0.161373635655915,0.218095191325627,0.192467117563148
"chr13-27130664-27131651",0.397599560910244,0.0856465587050852,0.208654581947768,0.308099298436903
"chr16-86010738-86011978",0.417998602639033,0.157999228193311,0.208946166776125,0.215056002391531
